datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
1/1/2018 5:00:00 AM,1/1/2018 12:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,84.49,141.100000,49.340000,7.270000,True,1
1/1/2018 6:00:00 AM,1/1/2018 1:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,75.03,121.480000,39.980000,6.470000,True,1
1/1/2018 7:00:00 AM,1/1/2018 2:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,69.77,106.160000,30.360000,6.030000,True,1
1/1/2018 8:00:00 AM,1/1/2018 3:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,69.90,105.290000,29.370000,6.020000,True,1
1/1/2018 9:00:00 AM,1/1/2018 4:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,73.80,111.260000,31.070000,6.390000,True,1
1/1/2018 10:00:00 AM,1/1/2018 5:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,80.21,116.980000,30.290000,6.480000,True,1
1/1/2018 11:00:00 AM,1/1/2018 6:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,81.11,114.980000,27.450000,6.420000,True,1
1/1/2018 12:00:00 PM,1/1/2018 7:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,88.33,129.920000,35.180000,6.410000,True,1
1/1/2018 1:00:00 PM,1/1/2018 8:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,99.50,144.360000,37.350000,7.510000,True,1
1/1/2018 2:00:00 PM,1/1/2018 9:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,100.42,151.110000,42.130000,8.560000,True,1
1/1/2018 3:00:00 PM,1/1/2018 10:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,107.27,177.480000,60.350000,9.860000,True,1
1/1/2018 4:00:00 PM,1/1/2018 11:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,92.09,147.820000,47.030000,8.700000,True,1
1/1/2018 5:00:00 PM,1/1/2018 12:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,78.28,124.460000,38.190000,7.990000,True,1
1/1/2018 6:00:00 PM,1/1/2018 1:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,73.12,115.930000,35.070000,7.740000,True,1
1/1/2018 7:00:00 PM,1/1/2018 2:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,71.07,112.830000,34.110000,7.650000,True,1
1/1/2018 8:00:00 PM,1/1/2018 3:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,70.39,109.900000,31.880000,7.630000,True,1
1/1/2018 9:00:00 PM,1/1/2018 4:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,85.34,137.640000,44.340000,7.960000,True,1
1/1/2018 10:00:00 PM,1/1/2018 5:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,124.25,195.150000,59.780000,11.120000,True,1
1/1/2018 11:00:00 PM,1/1/2018 6:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,130.35,194.720000,53.870000,10.500000,True,1
1/2/2018 12:00:00 AM,1/1/2018 7:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,119.85,174.280000,44.610000,9.820000,True,1
1/2/2018 1:00:00 AM,1/1/2018 8:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,112.48,166.570000,45.440000,8.650000,True,1
1/2/2018 2:00:00 AM,1/1/2018 9:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,106.20,152.920000,37.710000,9.010000,True,1
1/2/2018 3:00:00 AM,1/1/2018 10:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,96.48,144.020000,38.850000,8.690000,True,1
1/2/2018 4:00:00 AM,1/1/2018 11:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,82.69,123.560000,33.770000,7.100000,True,1
1/2/2018 5:00:00 AM,1/2/2018 12:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,112.70,143.350000,20.710000,9.940000,True,1
1/2/2018 6:00:00 AM,1/2/2018 1:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,108.88,141.120000,22.630000,9.610000,True,1
1/2/2018 7:00:00 AM,1/2/2018 2:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,108.59,139.840000,22.360000,8.890000,True,1
1/2/2018 8:00:00 AM,1/2/2018 3:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,113.19,147.510000,25.120000,9.200000,True,1
1/2/2018 9:00:00 AM,1/2/2018 4:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,116.17,150.190000,24.740000,9.280000,True,1
1/2/2018 10:00:00 AM,1/2/2018 5:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,142.65,178.680000,24.920000,11.110000,True,1
1/2/2018 11:00:00 AM,1/2/2018 6:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,165.52,210.310000,32.430000,12.360000,True,1
1/2/2018 12:00:00 PM,1/2/2018 7:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,211.43,243.840000,21.310000,11.100000,True,1
1/2/2018 1:00:00 PM,1/2/2018 8:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,193.65,226.110000,22.960000,9.500000,True,1
1/2/2018 2:00:00 PM,1/2/2018 9:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,172.71,206.420000,23.800000,9.910000,True,1
1/2/2018 3:00:00 PM,1/2/2018 10:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,157.10,185.080000,17.190000,10.790000,True,1
1/2/2018 4:00:00 PM,1/2/2018 11:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,126.56,153.090000,17.620000,8.910000,True,1
1/2/2018 5:00:00 PM,1/2/2018 12:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,113.73,141.540000,19.120000,8.690000,True,1
1/2/2018 6:00:00 PM,1/2/2018 1:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,100.13,127.330000,19.200000,8.000000,True,1
1/2/2018 7:00:00 PM,1/2/2018 2:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,94.29,122.990000,20.880000,7.820000,True,1
1/2/2018 8:00:00 PM,1/2/2018 3:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,93.70,123.700000,22.520000,7.480000,True,1
1/2/2018 9:00:00 PM,1/2/2018 4:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,111.55,144.800000,24.410000,8.840000,True,1
1/2/2018 10:00:00 PM,1/2/2018 5:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,156.19,200.320000,33.680000,10.450000,True,1
1/2/2018 11:00:00 PM,1/2/2018 6:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,169.57,207.200000,27.420000,10.210000,True,1
1/3/2018 12:00:00 AM,1/2/2018 7:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,159.15,198.920000,30.110000,9.660000,True,1
1/3/2018 1:00:00 AM,1/2/2018 8:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,145.39,183.180000,28.920000,8.870000,True,1
1/3/2018 2:00:00 AM,1/2/2018 9:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,131.23,162.580000,23.490000,7.860000,True,1
1/3/2018 3:00:00 AM,1/2/2018 10:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,103.90,132.410000,21.650000,6.860000,True,1
1/3/2018 4:00:00 AM,1/2/2018 11:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,93.65,122.210000,21.280000,7.280000,True,1
1/3/2018 5:00:00 AM,1/3/2018 12:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,122.60,141.920000,13.470000,5.850000,True,1
1/3/2018 6:00:00 AM,1/3/2018 1:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,115.74,134.300000,12.910000,5.650000,True,1
1/3/2018 7:00:00 AM,1/3/2018 2:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,114.04,132.060000,12.400000,5.620000,True,1
1/3/2018 8:00:00 AM,1/3/2018 3:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,117.49,136.020000,13.160000,5.370000,True,1
1/3/2018 9:00:00 AM,1/3/2018 4:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,126.89,147.210000,14.710000,5.610000,True,1
1/3/2018 10:00:00 AM,1/3/2018 5:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,132.18,152.280000,14.540000,5.560000,True,1
1/3/2018 11:00:00 AM,1/3/2018 6:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,170.18,196.790000,17.110000,9.500000,True,1
1/3/2018 12:00:00 PM,1/3/2018 7:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,194.49,229.730000,26.430000,8.810000,True,1
1/3/2018 1:00:00 PM,1/3/2018 8:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,172.67,204.100000,21.990000,9.440000,True,1
1/3/2018 2:00:00 PM,1/3/2018 9:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,158.13,190.650000,22.540000,9.980000,True,1
1/3/2018 3:00:00 PM,1/3/2018 10:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,146.58,178.600000,23.050000,8.970000,True,1
1/3/2018 4:00:00 PM,1/3/2018 11:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,120.59,148.990000,20.740000,7.660000,True,1
1/3/2018 5:00:00 PM,1/3/2018 12:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,113.45,137.490000,16.740000,7.300000,True,1
1/3/2018 6:00:00 PM,1/3/2018 1:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,108.81,132.200000,16.340000,7.050000,True,1
1/3/2018 7:00:00 PM,1/3/2018 2:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,104.75,129.060000,17.350000,6.960000,True,1
1/3/2018 8:00:00 PM,1/3/2018 3:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,102.81,128.910000,19.220000,6.880000,True,1
1/3/2018 9:00:00 PM,1/3/2018 4:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,115.77,146.890000,23.410000,7.710000,True,1
1/3/2018 10:00:00 PM,1/3/2018 5:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,164.90,222.480000,47.070000,10.510000,True,1
1/3/2018 11:00:00 PM,1/3/2018 6:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,181.59,218.720000,25.650000,11.480000,True,1
1/4/2018 12:00:00 AM,1/3/2018 7:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,159.07,190.940000,22.280000,9.590000,True,1
1/4/2018 1:00:00 AM,1/3/2018 8:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,141.38,174.760000,24.490000,8.890000,True,1
1/4/2018 2:00:00 AM,1/3/2018 9:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,123.03,149.340000,19.400000,6.910000,True,1
1/4/2018 3:00:00 AM,1/3/2018 10:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,110.14,128.720000,12.050000,6.530000,True,1
1/4/2018 4:00:00 AM,1/3/2018 11:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,86.59,100.020000,6.680000,6.750000,True,1
1/4/2018 5:00:00 AM,1/4/2018 12:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,95.00,105.310000,4.170000,6.140000,True,1
1/4/2018 6:00:00 AM,1/4/2018 1:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,91.06,101.130000,4.700000,5.370000,True,1
1/4/2018 7:00:00 AM,1/4/2018 2:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,86.50,97.070000,5.470000,5.100000,True,1
1/4/2018 8:00:00 AM,1/4/2018 3:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,87.58,97.840000,5.160000,5.100000,True,1
1/4/2018 9:00:00 AM,1/4/2018 4:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,93.16,103.710000,4.680000,5.870000,True,1
1/4/2018 10:00:00 AM,1/4/2018 5:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,102.93,113.430000,4.010000,6.490000,True,1
1/4/2018 11:00:00 AM,1/4/2018 6:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,130.07,144.040000,5.210000,8.760000,True,1
1/4/2018 12:00:00 PM,1/4/2018 7:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,144.79,157.460000,4.730000,7.940000,True,1
1/4/2018 1:00:00 PM,1/4/2018 8:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,140.46,151.720000,3.410000,7.850000,True,1
1/4/2018 2:00:00 PM,1/4/2018 9:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,134.92,147.190000,4.370000,7.900000,True,1
1/4/2018 3:00:00 PM,1/4/2018 10:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,169.56,197.690000,17.460000,10.670000,True,1
1/4/2018 4:00:00 PM,1/4/2018 11:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,153.75,181.830000,17.950000,10.130000,True,1
1/4/2018 5:00:00 PM,1/4/2018 12:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,132.13,158.330000,17.960000,8.240000,True,1
1/4/2018 6:00:00 PM,1/4/2018 1:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,124.37,152.290000,20.370000,7.550000,True,1
1/4/2018 7:00:00 PM,1/4/2018 2:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,125.63,155.850000,22.530000,7.690000,True,1
1/4/2018 8:00:00 PM,1/4/2018 3:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,124.55,156.150000,23.840000,7.760000,True,1
1/4/2018 9:00:00 PM,1/4/2018 4:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,148.09,180.380000,22.340000,9.950000,True,1
1/4/2018 10:00:00 PM,1/4/2018 5:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,191.03,225.610000,22.130000,12.450000,True,1
1/4/2018 11:00:00 PM,1/4/2018 6:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,201.83,229.890000,15.560000,12.500000,True,1
1/5/2018 12:00:00 AM,1/4/2018 7:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,197.29,220.080000,10.370000,12.420000,True,1
1/5/2018 1:00:00 AM,1/4/2018 8:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,188.72,214.630000,14.320000,11.590000,True,1
1/5/2018 2:00:00 AM,1/4/2018 9:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,188.39,215.430000,16.490000,10.550000,True,1
1/5/2018 3:00:00 AM,1/4/2018 10:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,174.37,201.740000,18.220000,9.150000,True,1
1/5/2018 4:00:00 AM,1/4/2018 11:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,159.58,182.320000,12.560000,10.180000,True,1
1/5/2018 5:00:00 AM,1/5/2018 12:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,186.84,216.330000,20.640000,8.850000,True,1
1/5/2018 6:00:00 AM,1/5/2018 1:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,182.20,210.000000,19.580000,8.220000,True,1
1/5/2018 7:00:00 AM,1/5/2018 2:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,186.36,211.380000,17.230000,7.790000,True,1
1/5/2018 8:00:00 AM,1/5/2018 3:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,178.32,200.470000,14.840000,7.310000,True,1
1/5/2018 9:00:00 AM,1/5/2018 4:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,184.91,209.110000,15.360000,8.840000,True,1
1/5/2018 10:00:00 AM,1/5/2018 5:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,210.99,235.150000,16.050000,8.110000,True,1
1/5/2018 11:00:00 AM,1/5/2018 6:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,248.83,279.720000,23.000000,7.890000,True,1
1/5/2018 12:00:00 PM,1/5/2018 7:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,280.25,314.710000,24.180000,10.280000,True,1
1/5/2018 1:00:00 PM,1/5/2018 8:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,251.74,281.590000,19.960000,9.890000,True,1
1/5/2018 2:00:00 PM,1/5/2018 9:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,254.30,281.980000,13.900000,13.780000,True,1
1/5/2018 3:00:00 PM,1/5/2018 10:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,237.75,269.230000,16.710000,14.770000,True,1
1/5/2018 4:00:00 PM,1/5/2018 11:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,212.64,251.800000,25.410000,13.750000,True,1
1/5/2018 5:00:00 PM,1/5/2018 12:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,197.47,239.200000,28.660000,13.070000,True,1
1/5/2018 6:00:00 PM,1/5/2018 1:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,166.44,198.670000,20.900000,11.330000,True,1
1/5/2018 7:00:00 PM,1/5/2018 2:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,174.00,215.900000,29.860000,12.040000,True,1
1/5/2018 8:00:00 PM,1/5/2018 3:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,156.44,194.880000,27.810000,10.630000,True,1
1/5/2018 9:00:00 PM,1/5/2018 4:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,180.23,228.410000,36.200000,11.980000,True,1
1/5/2018 10:00:00 PM,1/5/2018 5:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,264.88,321.810000,40.400000,16.530000,True,1
1/5/2018 11:00:00 PM,1/5/2018 6:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,291.50,345.640000,37.410000,16.730000,True,1
1/6/2018 12:00:00 AM,1/5/2018 7:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,294.83,346.540000,35.150000,16.560000,True,1
1/6/2018 1:00:00 AM,1/5/2018 8:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,265.04,313.980000,35.290000,13.650000,True,1
1/6/2018 2:00:00 AM,1/5/2018 9:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,251.49,295.220000,30.940000,12.790000,True,1
1/6/2018 3:00:00 AM,1/5/2018 10:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,252.31,301.840000,35.950000,13.580000,True,1
1/6/2018 4:00:00 AM,1/5/2018 11:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,228.21,269.530000,28.400000,12.920000,True,1
1/6/2018 5:00:00 AM,1/6/2018 12:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,158.88,213.700000,48.050000,6.770000,True,1
1/6/2018 6:00:00 AM,1/6/2018 1:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,140.00,185.440000,40.390000,5.050000,True,1
1/6/2018 7:00:00 AM,1/6/2018 2:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,133.10,163.230000,25.390000,4.740000,True,1
1/6/2018 8:00:00 AM,1/6/2018 3:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,136.91,166.160000,23.970000,5.280000,True,1
1/6/2018 9:00:00 AM,1/6/2018 4:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,140.01,165.620000,20.680000,4.930000,True,1
1/6/2018 10:00:00 AM,1/6/2018 5:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,153.62,183.510000,23.250000,6.640000,True,1
1/6/2018 11:00:00 AM,1/6/2018 6:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,173.64,198.030000,15.280000,9.110000,True,1
1/6/2018 12:00:00 PM,1/6/2018 7:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,188.75,233.130000,35.380000,9.000000,True,1
1/6/2018 1:00:00 PM,1/6/2018 8:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,209.76,287.500000,65.990000,11.750000,True,1
1/6/2018 2:00:00 PM,1/6/2018 9:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,197.40,328.090000,118.260000,12.430000,True,1
1/6/2018 3:00:00 PM,1/6/2018 10:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,173.81,300.580000,113.540000,13.230000,True,1
1/6/2018 4:00:00 PM,1/6/2018 11:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,168.34,315.160000,135.340000,11.480000,True,1
1/6/2018 5:00:00 PM,1/6/2018 12:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,130.32,235.100000,95.920000,8.860000,True,1
1/6/2018 6:00:00 PM,1/6/2018 1:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,114.94,195.230000,70.890000,9.400000,True,1
1/6/2018 7:00:00 PM,1/6/2018 2:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,102.01,171.880000,62.220000,7.650000,True,1
1/6/2018 8:00:00 PM,1/6/2018 3:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,104.16,171.050000,58.070000,8.820000,True,1
1/6/2018 9:00:00 PM,1/6/2018 4:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,174.32,333.740000,144.560000,14.860000,True,1
1/6/2018 10:00:00 PM,1/6/2018 5:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,217.37,376.510000,141.880000,17.260000,True,1
1/6/2018 11:00:00 PM,1/6/2018 6:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,246.01,379.480000,114.330000,19.140000,True,1
1/7/2018 12:00:00 AM,1/6/2018 7:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,208.64,349.150000,126.680000,13.830000,True,1
1/7/2018 1:00:00 AM,1/6/2018 8:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,188.05,306.500000,104.620000,13.830000,True,1
1/7/2018 2:00:00 AM,1/6/2018 9:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,177.60,283.080000,93.660000,11.820000,True,1
1/7/2018 3:00:00 AM,1/6/2018 10:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,175.68,305.830000,120.290000,9.860000,True,1
1/7/2018 4:00:00 AM,1/6/2018 11:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,142.50,195.790000,45.860000,7.430000,True,1
1/7/2018 5:00:00 AM,1/7/2018 12:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,154.99,193.380000,26.790000,11.600000,True,1
1/7/2018 6:00:00 AM,1/7/2018 1:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,148.53,181.890000,22.090000,11.270000,True,1
1/7/2018 7:00:00 AM,1/7/2018 2:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,147.50,180.640000,22.520000,10.620000,True,1
1/7/2018 8:00:00 AM,1/7/2018 3:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,150.47,182.920000,22.470000,9.980000,True,1
1/7/2018 9:00:00 AM,1/7/2018 4:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,152.63,185.400000,23.080000,9.690000,True,1
1/7/2018 10:00:00 AM,1/7/2018 5:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,159.52,192.300000,24.200000,8.580000,True,1
1/7/2018 11:00:00 AM,1/7/2018 6:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,169.26,203.420000,25.270000,8.890000,True,1
1/7/2018 12:00:00 PM,1/7/2018 7:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,169.50,203.830000,24.660000,9.670000,True,1
1/7/2018 1:00:00 PM,1/7/2018 8:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,175.61,217.420000,30.380000,11.430000,True,1
1/7/2018 2:00:00 PM,1/7/2018 9:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,164.74,208.720000,32.360000,11.620000,True,1
1/7/2018 3:00:00 PM,1/7/2018 10:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,158.78,208.670000,38.550000,11.340000,True,1
1/7/2018 4:00:00 PM,1/7/2018 11:00:00 AM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,117.75,149.200000,22.370000,9.080000,True,1
1/7/2018 5:00:00 PM,1/7/2018 12:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,100.66,134.220000,25.710000,7.850000,True,1
1/7/2018 6:00:00 PM,1/7/2018 1:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,89.73,124.720000,27.970000,7.020000,True,1
1/7/2018 7:00:00 PM,1/7/2018 2:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,84.04,120.050000,29.060000,6.950000,True,1
1/7/2018 8:00:00 PM,1/7/2018 3:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,81.22,114.750000,26.830000,6.700000,True,1
1/7/2018 9:00:00 PM,1/7/2018 4:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,99.33,142.040000,34.270000,8.440000,True,1
1/7/2018 10:00:00 PM,1/7/2018 5:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,142.02,190.300000,36.450000,11.830000,True,1
1/7/2018 11:00:00 PM,1/7/2018 6:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,154.79,197.030000,29.690000,12.550000,True,1
1/8/2018 12:00:00 AM,1/7/2018 7:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,137.91,174.040000,25.890000,10.240000,True,1
1/8/2018 1:00:00 AM,1/7/2018 8:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,128.08,160.050000,22.500000,9.470000,True,1
1/8/2018 2:00:00 AM,1/7/2018 9:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,117.69,147.570000,21.580000,8.300000,True,1
1/8/2018 3:00:00 AM,1/7/2018 10:00:00 PM,48592,ALDENE,230 KV,T-10,LOAD,PSEG,102.68,132.040000,21.900000,7.460000,True,1
